time_value,value,time_col,uuid,CropLoad,crop_load_label,source_variable,aggregation,date,panel,panel_title,panel_label,y_label,fallback_note,sd_value,ymin,ymax,dayOfYear,date_value,days_after_full_bloom_doy,days_after_full_bloom_date,days_after_full_bloom,x_axis_mode,full_bloom_doy,days_in_bloom_year,full_bloom_date,simulation_day,x_value,x_label,temporal_x_basis
326,6.033569093355102,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-22,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,326,2021-11-22,34,34,34,DAFB,292,365,2021-10-19,1,34,Days after full bloom,date_minus_full_bloom_date
327,3.9489644448431385,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-23,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,327,2021-11-23,35,35,35,DAFB,292,365,2021-10-19,2,35,Days after full bloom,date_minus_full_bloom_date
328,6.496178516646571,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-24,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,328,2021-11-24,36,36,36,DAFB,292,365,2021-10-19,3,36,Days after full bloom,date_minus_full_bloom_date
329,6.763974081883587,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-25,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,329,2021-11-25,37,37,37,DAFB,292,365,2021-10-19,4,37,Days after full bloom,date_minus_full_bloom_date
330,7.191468191820657,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-26,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,330,2021-11-26,38,38,38,DAFB,292,365,2021-10-19,5,38,Days after full bloom,date_minus_full_bloom_date
331,7.336689589509273,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-27,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,331,2021-11-27,39,39,39,DAFB,292,365,2021-10-19,6,39,Days after full bloom,date_minus_full_bloom_date
332,6.109173197026766,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-28,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,332,2021-11-28,40,40,40,DAFB,292,365,2021-10-19,7,40,Days after full bloom,date_minus_full_bloom_date
333,7.46388970600698,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-29,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,333,2021-11-29,41,41,41,DAFB,292,365,2021-10-19,8,41,Days after full bloom,date_minus_full_bloom_date
334,4.747158029692751,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-11-30,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,334,2021-11-30,42,42,42,DAFB,292,365,2021-10-19,9,42,Days after full bloom,date_minus_full_bloom_date
335,3.509798706295411,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-01,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,335,2021-12-01,43,43,43,DAFB,292,365,2021-10-19,10,43,Days after full bloom,date_minus_full_bloom_date
336,7.240567630681731,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-02,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,336,2021-12-02,44,44,44,DAFB,292,365,2021-10-19,11,44,Days after full bloom,date_minus_full_bloom_date
337,6.874979073666035,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-03,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,337,2021-12-03,45,45,45,DAFB,292,365,2021-10-19,12,45,Days after full bloom,date_minus_full_bloom_date
338,6.521591079080566,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-04,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,338,2021-12-04,46,46,46,DAFB,292,365,2021-10-19,13,46,Days after full bloom,date_minus_full_bloom_date
339,7.815172720813755,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-05,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,339,2021-12-05,47,47,47,DAFB,292,365,2021-10-19,14,47,Days after full bloom,date_minus_full_bloom_date
340,7.277868967142772,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-06,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,340,2021-12-06,48,48,48,DAFB,292,365,2021-10-19,15,48,Days after full bloom,date_minus_full_bloom_date
341,7.086943728720771,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-07,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,341,2021-12-07,49,49,49,DAFB,292,365,2021-10-19,16,49,Days after full bloom,date_minus_full_bloom_date
342,8.102491353575404,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-08,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,342,2021-12-08,50,50,50,DAFB,292,365,2021-10-19,17,50,Days after full bloom,date_minus_full_bloom_date
343,7.680175099045549,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-09,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,343,2021-12-09,51,51,51,DAFB,292,365,2021-10-19,18,51,Days after full bloom,date_minus_full_bloom_date
344,7.794664143929018,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-10,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,344,2021-12-10,52,52,52,DAFB,292,365,2021-10-19,19,52,Days after full bloom,date_minus_full_bloom_date
345,7.701853022458327,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-11,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,345,2021-12-11,53,53,53,DAFB,292,365,2021-10-19,20,53,Days after full bloom,date_minus_full_bloom_date
346,3.0789436796323333,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-12,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,346,2021-12-12,54,54,54,DAFB,292,365,2021-10-19,21,54,Days after full bloom,date_minus_full_bloom_date
347,7.482231638307022,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-13,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,347,2021-12-13,55,55,55,DAFB,292,365,2021-10-19,22,55,Days after full bloom,date_minus_full_bloom_date
348,5.680268122316826,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-14,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,348,2021-12-14,56,56,56,DAFB,292,365,2021-10-19,23,56,Days after full bloom,date_minus_full_bloom_date
349,3.2098795759486833,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-15,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,349,2021-12-15,57,57,57,DAFB,292,365,2021-10-19,24,57,Days after full bloom,date_minus_full_bloom_date
350,7.073732946146958,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-16,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,350,2021-12-16,58,58,58,DAFB,292,365,2021-10-19,25,58,Days after full bloom,date_minus_full_bloom_date
351,7.807780928630456,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-17,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,351,2021-12-17,59,59,59,DAFB,292,365,2021-10-19,26,59,Days after full bloom,date_minus_full_bloom_date
352,7.416497135783344,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-18,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,352,2021-12-18,60,60,60,DAFB,292,365,2021-10-19,27,60,Days after full bloom,date_minus_full_bloom_date
353,7.855604247645588,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-19,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,353,2021-12-19,61,61,61,DAFB,292,365,2021-10-19,28,61,Days after full bloom,date_minus_full_bloom_date
354,7.954026141095628,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-20,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,354,2021-12-20,62,62,62,DAFB,292,365,2021-10-19,29,62,Days after full bloom,date_minus_full_bloom_date
355,7.511031561390667,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-21,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,355,2021-12-21,63,63,63,DAFB,292,365,2021-10-19,30,63,Days after full bloom,date_minus_full_bloom_date
356,7.49067392882547,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-22,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,356,2021-12-22,64,64,64,DAFB,292,365,2021-10-19,31,64,Days after full bloom,date_minus_full_bloom_date
357,8.286174339341722,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-23,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,357,2021-12-23,65,65,65,DAFB,292,365,2021-10-19,32,65,Days after full bloom,date_minus_full_bloom_date
358,8.611951712511733,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-24,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,358,2021-12-24,66,66,66,DAFB,292,365,2021-10-19,33,66,Days after full bloom,date_minus_full_bloom_date
359,6.557830678963427,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-25,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,359,2021-12-25,67,67,67,DAFB,292,365,2021-10-19,34,67,Days after full bloom,date_minus_full_bloom_date
360,8.25092873588201,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-26,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,360,2021-12-26,68,68,68,DAFB,292,365,2021-10-19,35,68,Days after full bloom,date_minus_full_bloom_date
361,7.206451216645412,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-27,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,361,2021-12-27,69,69,69,DAFB,292,365,2021-10-19,36,69,Days after full bloom,date_minus_full_bloom_date
362,8.631401480204852,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-28,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,362,2021-12-28,70,70,70,DAFB,292,365,2021-10-19,37,70,Days after full bloom,date_minus_full_bloom_date
363,6.123031906903377,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-29,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,363,2021-12-29,71,71,71,DAFB,292,365,2021-10-19,38,71,Days after full bloom,date_minus_full_bloom_date
364,8.204821639637439,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-30,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,364,2021-12-30,72,72,72,DAFB,292,365,2021-10-19,39,72,Days after full bloom,date_minus_full_bloom_date
365,8.08983057337798,dayOfYear,9ca2bf8b-c639-48c1-a98f-bbc84bb43b73,0,0 fruits,meanAnet,daily_max,2021-12-31,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,365,2021-12-31,73,73,73,DAFB,292,365,2021-10-19,40,73,Days after full bloom,date_minus_full_bloom_date
1,8.620338161014367,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-01,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,1,2022-01-01,74,74,74,DAFB,292,365,2021-10-19,41,74,Days after full bloom,date_minus_full_bloom_date
2,8.614952062886426,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-02,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,2,2022-01-02,75,75,75,DAFB,292,365,2021-10-19,42,75,Days after full bloom,date_minus_full_bloom_date
3,8.451279626274445,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-03,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,3,2022-01-03,76,76,76,DAFB,292,365,2021-10-19,43,76,Days after full bloom,date_minus_full_bloom_date
4,8.467900159684753,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-04,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,4,2022-01-04,77,77,77,DAFB,292,365,2021-10-19,44,77,Days after full bloom,date_minus_full_bloom_date
5,8.717406886759402,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-05,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,5,2022-01-05,78,78,78,DAFB,292,365,2021-10-19,45,78,Days after full bloom,date_minus_full_bloom_date
6,6.818625755115424,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-06,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,6,2022-01-06,79,79,79,DAFB,292,365,2021-10-19,46,79,Days after full bloom,date_minus_full_bloom_date
7,7.614528513715605,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-07,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,7,2022-01-07,80,80,80,DAFB,292,365,2021-10-19,47,80,Days after full bloom,date_minus_full_bloom_date
8,8.292050033922036,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-08,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,8,2022-01-08,81,81,81,DAFB,292,365,2021-10-19,48,81,Days after full bloom,date_minus_full_bloom_date
9,8.478690966432735,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-09,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,9,2022-01-09,82,82,82,DAFB,292,365,2021-10-19,49,82,Days after full bloom,date_minus_full_bloom_date
10,8.678999213334357,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-10,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,10,2022-01-10,83,83,83,DAFB,292,365,2021-10-19,50,83,Days after full bloom,date_minus_full_bloom_date
11,8.922616291667559,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-11,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,11,2022-01-11,84,84,84,DAFB,292,365,2021-10-19,51,84,Days after full bloom,date_minus_full_bloom_date
12,8.10411423311488,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-12,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,12,2022-01-12,85,85,85,DAFB,292,365,2021-10-19,52,85,Days after full bloom,date_minus_full_bloom_date
13,6.830833386950529,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-13,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,13,2022-01-13,86,86,86,DAFB,292,365,2021-10-19,53,86,Days after full bloom,date_minus_full_bloom_date
14,5.51125598464558,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-14,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,14,2022-01-14,87,87,87,DAFB,292,365,2021-10-19,54,87,Days after full bloom,date_minus_full_bloom_date
15,7.504446113473743,dayOfYear,738fcabe-2562-4a37-980e-cb0a0acbb4c1,200,200 fruits,meanAnet,daily_max,2022-01-15,A,(a) Mean net photosynthesis,(a) Mean net photosynthesis,A_net (umol CO2 m^-2 s^-1),Original meanAnet was used without conversion; daily maximum was used,NA,NA,NA,15,2022-01-15,88,88,88,DAFB,292,365,2021-10-19,55,88,Days after full bloom,date_minus_full_bloom_date
